"topic","text"
"humor","Nevertheless , like any other human being upon whom the spotlight of the world plays continually , Khrushchev , the anti-personality cultist , has become a comic actor , or thinks he has ."
"humor","A couple of years back , I occupied a Village apartment whose outer staircase contained the type of niche called a `` coffin turn '' ."
"science_fiction","he had not known it until asked ."
"science_fiction","What did you do with them '' ? ?"
"humor","Now would you care to have us say that you were misquoted in regard to it '' ? ?"
"science_fiction","`` You've been hiding things from me and Nogol every jump we've made with you ."
"humor","and that action always caused her to lift her lip from the sting of the thing ."
"humor","Well , ordinarily he is , except ( as the Wheel of the Law specifies ) toward impious folk who steal , disturb , or maltreat the Presence ."
"science_fiction","`` Then it is a matter of pleasure ; ;"
"humor","Moreland demanded ."
"humor","Another specimen of such double-entendre is illustrated by a woman in a department store ."
"humor","And how right she was ."
"science_fiction","Thus events occurred , and victims changed in appearance , and new ones arrived ."
"humor","And it is thought by many who think about such things that Quasimodo is the logical culmination of a school that started with Monet , progressed through Kandinsky and the cubist Picasso , and blossomed just recently in Pollock and De Kooning ."
"science_fiction","Ekstrohm lay in his bunk and thought , the camp is quiet ."
"humor","Welch summoned jail officials to Barco's cell ."
"humor","You have unwittingly set in motion forces so malign , so vindictive , that it would be downright inhumane of me not to warn you about them ."
"science_fiction","Therefore ''"
"humor","but then Arlene got another tone in a hurry , and she said , `` If it wasn't for these dear children '' -- ."
"humor","nobody could have told why ."
"science_fiction","There was no ring of animal corpses ."
"humor","There are even publications called Sick and Mad ."
"science_fiction","Was B'dikkat a crazy slave to his own duty or was he a man who had hopes of going back to his own planet some day , surrounded by a family of little cow-people resembling himself ? ?"
"humor","Sometimes , as at this juncture , he did not ."
"science_fiction","I still bear scars on my back where Pornsen , my gapt , whipped me because I had not learned my lessons well enough ."
"science_fiction","A long time later , by cosmic clock , she said , `` Mike ? ?"
"humor","By the time Barco reached the count of three , the situation seemed to Welch almost too good to be true ."
"humor","`` Yes , sir '' , she said , `` is that definite '' ? ?"
"humor","The next time we saw him , he was a changed person ; ;"
"humor","he had aged thirty years , and his face , the color of tallow , was crisscrossed with wrinkles , as though it had been wrapped in chicken wire ."
"science_fiction","Plus the fact that Siddo not only had the normal ( to Earthmen ) three genders of masculine , feminine , and neuter , but the two extra of inanimate and spiritual ."
"science_fiction","He is the one responsible for my getting such low M. R.'s ."
"humor","`` We don't '' ."
"humor","The sweep of space , the delicate counterbalance of the white masses , the over-all completeness and unity , the originality and imagination , all entitle it to be called an authentic masterpiece ."
"humor","Here's a household hint : if you can't find your children , and get tired of calling them , pick up the phone ."
"science_fiction","B'dikkat was sterilizing his knives ."
"humor","`` I fear explanations explanatory of things explained '' , he said , leaving the biter bit -- and bitter ."
"humor","She was the daughter and sole heiress of either a cattle baron or an oil millionaire and , having arrived in New York with a big bank roll , became a dabbler in various fields ."
"science_fiction","Same as with the Popes ."
"science_fiction","There was nothing he could do but wait ."
"humor","`` Never mind '' , Arlene had said , after the policeman had left , having pursued the usual unco-operative course of grownups ."
"humor","Our last joint venture , Sainted Lady , a deeply religious film based on the life of Mother Cabrini , and timed so that its release date would coincide with the beatification of America's first saint in November , 1938 , was a fiasco from start to finish ."
"humor","But then , when you stuck things into the holes , why didn't they come right out again ? ?"
"humor","Recently , by the way , I received a questionnaire in which I was asked whether or not I was non-institutionalized '' ."
"humor","For example , to move ( as the score requires ) from the lowest F-major register up to a barely audible N minor in four seconds , not skipping , at the same time , even one of the 407 fingerings , seems a feat too absurd to consider , and it is to the flautist's credit that he remained silent throughout the passage ."
"humor","There was no compulsion behind them ."
"humor","It is not an entirely happy book , as Mrs. Fink soon becomes jealous of Alicia and , in retaliation , refuses to continue to scrape the algae off her glass ."
"humor","Bermuda was not in style that year ."
"science_fiction","But there's one possibility I particularly don't like '' ."
"science_fiction","They did not have the wit to follow the stars in their courses , to exchange names with each other , to harvest the experience of each for the wisdom of all ."
